"Key No.","Property Type","Acquired","Total Mgt. Expenses","Closed","Sale Price"
3480524000,"Single Family","2015-01-05",1455.94,"2015-09-16",2925
3480544000,"Duplex","2015-01-05",2494.04,"2015-11-19",3000
3480750000,"Duplex","2015-01-05",740.57,"2015-10-01",1
3480928000,"Duplex","2013-12-02",2601.4,"2015-03-06",7105
3481005000,"Duplex","2014-09-15",482.12,"2015-03-30",1000
3481063000,"Duplex","2012-10-08",1329.3,"2015-03-30",1000
3489997000,"Retail Building","1946-03-28",185.44,"2015-03-16",50000
3490218100,"Single Family","2010-07-26",4796.42,"2015-07-22",2500
3490235000,"Single Family","2013-08-16",2966.2,"2015-08-19",2500
3490336110,"Duplex","2014-06-02",444.34,"2015-02-19",8000
3490349000,"Single Family","2014-07-14",603.4,"2015-06-12",1200
3490865000,"Single Family","2015-01-05",5891.63,"2015-12-10",8000
