Property Type,Acquired,Count,Total Mgt. Expenses,Closed,Sale Price
Duplex,7/11/2016,1,3390.69,12/28/2016,10512.39
Single Family,7/11/2016,1,205.37,12/28/2016,15037.38
Duplex,1/4/2016,1,1604.69,12/28/2016,2500
Single Family,1/4/2016,1,1371.37,12/28/2016,2500
Single Family,7/14/2014,1,1376.73,12/27/2016,32000
Single Family,1/4/2016,1,2979.85,12/21/2016,2500
Single Family,9/14/2015,1,70.39,12/21/2016,2500
Duplex,6/13/2016,1,939.13,12/21/2016,56239.24
Single Family,12/2/2013,1,1484.684,12/21/2016,2600
Single Family,10/8/2012,1,1964.57,12/21/2016,2500
Single Family,11/16/2015,1,1617.23,12/21/2016,3000
Single Family,12/17/2012,1,1358.47,12/21/2016,2500
Single Family,7/9/2012,1,13871.47,12/21/2016,3750
Single Family,7/13/2015,1,317.16,12/21/2016,2500
Condominium,6/13/2016,1,1713.39,12/21/2016,10076.35
Single Family,7/13/2015,1,794.95,12/20/2016,10000
Single Family,9/14/2015,1,1434.37,12/20/2016,21100
Duplex,9/15/2014,1,1342.07,12/15/2016,3800
Duplex,6/13/2016,1,590.93,12/15/2016,28000
Single Family,7/11/2016,1,1768.32,12/15/2016,7500
Single Family,11/16/2015,1,1376.38,12/14/2016,3750
Single Family,6/13/2016,1,288.11,12/14/2016,73100
Single Family,1/5/2015,1,2751.437,12/14/2016,3000
Single Family,7/9/2012,1,8218.66,12/14/2016,8475
Single Family,12/2/2013,1,485.21,12/14/2016,3000
Single Family,6/13/2016,1,1975.51,12/14/2016,3400
Single Family - 2,6/8/2015,1,2970.51,12/14/2016,5000
Single Family,6/8/2015,1,272.41,12/13/2016,2500
Single Family,11/16/2015,1,243.09,12/8/2016,26730
Duplex & Single Family - 2,1/4/2016,1,729.43,12/8/2016,22425
Duplex,6/13/2016,1,1707.58,12/8/2016,9375
Single Family,6/13/2016,1,152.16,12/8/2016,1000
Single Family,6/13/2016,1,316.7,12/8/2016,14625
Duplex,6/13/2016,1,147.13,12/7/2016,5000
Duplex,6/8/2015,1,169.21,12/7/2016,5000
Duplex,11/11/2014,1,688.72,12/7/2016,2500
Duplex,6/13/2016,1,511.67,12/7/2016,5000
Single Family,11/16/2015,1,5736.02,12/7/2016,5000
Single Family,6/13/2016,1,441.55,11/30/2016,60100
Single Family,6/13/2016,1,1163.94,11/30/2016,50000
Single Family,6/13/2016,1,457.75,11/29/2016,58500
Single Family,1/4/2016,1,154.1,11/29/2016,14000
Single Family,1/4/2016,1,3042.19,11/23/2016,5000
Duplex,7/13/2015,1,2688.72,11/23/2016,3200
Duplex,12/2/2013,1,1792.41,11/23/2016,5000
Single Family,1/4/2016,1,1717.24,11/23/2016,5000
Duplex,7/13/2015,1,3225.5,11/23/2016,15000
Single Family,1/4/2016,1,3146.59,11/23/2016,5000
Single Family,1/4/2016,1,4095.25,11/23/2016,5000
Duplex,6/13/2016,1,349.49,11/22/2016,98150
Multi-Family,1/4/2016,1,2853.1,11/22/2016,10000
Single Family,9/14/2015,1,2041.29,11/22/2016,3000
Duplex,7/13/2015,1,3728.68,11/22/2016,3800
Single Family,6/13/2016,1,955.54,11/22/2016,8500
Single Family,11/16/2015,1,789.3,11/22/2016,21000
Single Family,9/15/2014,1,3465.86,11/22/2016,11250
Single Family,1/4/2016,1,400.05,11/21/2016,6750
Single Family,6/13/2016,1,1076.69,11/17/2016,5250
Duplex,9/14/2015,1,8809.04,11/17/2016,2925
Single Family,6/13/2016,1,420.53,11/16/2016,100000
Duplex,6/13/2016,1,2412.78,11/16/2016,4200
Duplex,6/13/2016,1,733.71,11/16/2016,3500
Single Family,11/16/2015,1,3116.85,11/16/2016,4580
Duplex,6/13/2016,1,3731.86,11/15/2016,12000
Duplex,6/13/2016,1,2032.58,11/15/2016,16500
Single Family,9/14/2015,1,2273.8,11/15/2016,16500
Com/Res,11/11/2014,1,1687.59,11/10/2016,30000
Duplex,11/16/2015,1,216.04,11/10/2016,5007
Duplex,8/16/2013,1,1334.99,11/9/2016,7500
Duplex,1/5/2015,1,1659.49,11/9/2016,1000
Single Family,6/8/2015,1,7482.16,11/9/2016,6800
Duplex,6/13/2016,1,891.54,11/9/2016,11105
Multi-Family,6/13/2016,1,2869.24,11/8/2016,13600
Duplex,1/4/2016,1,2033.28,11/8/2016,4000
Single Family,1/4/2016,1,3348.39,11/3/2016,5000
Duplex,11/16/2015,1,2625.45,11/2/2016,2500
Duplex,7/13/2015,1,6606.54,11/2/2016,1
Single Family,1/4/2016,1,3550.6,11/1/2016,24500
Com/Res,12/17/2012,1,3836.91,10/27/2016,20000
Single Family,11/16/2015,1,1619.49,10/27/2016,90000
Duplex,1/4/2016,1,724,10/27/2016,2500
Single Family,7/13/2015,1,2739.37,10/27/2016,3500
Duplex,7/13/2015,1,1721.45,10/27/2016,7800
Single Family,9/14/2015,1,414.24,10/27/2016,6000
Condominium,1/4/2016,1,2684.59,10/27/2016,1000
Single Family,1/5/2015,1,1739.24,10/26/2016,10000
Duplex,7/13/2015,1,2427.39,10/25/2016,85000
Single Family,12/17/2012,1,1833.26,10/25/2016,1
Single Family,9/15/2014,1,203.29,10/25/2016,1
Single Family,7/13/2015,1,226.01,10/21/2016,14250
Single Family,1/4/2016,1,2526.83,10/20/2016,5440
Duplex,7/13/2015,1,461.48,10/20/2016,2700
Single Family,1/4/2016,1,5738.41,10/20/2016,36000
Single Family,11/16/2015,1,2717.56,10/19/2016,3500
Duplex,9/14/2015,1,190.55,10/18/2016,5000
Single Family,6/8/2015,1,350.59,10/13/2016,5000
Duplex,1/4/2016,1,1655.97,10/13/2016,2625
Single Family,11/11/2014,1,3174.23,10/13/2016,45000
Single Family,1/4/2016,1,261.35,10/13/2016,6000
Duplex,9/14/2015,1,2093.3,10/12/2016,8437.5
Single Family,1/4/2016,1,1754.9,10/11/2016,3600
Duplex,6/8/2015,1,1695.9,10/11/2016,1000
Single Family,1/4/2016,1,1189.34,10/5/2016,11000
Duplex,7/13/2015,1,1959.57,10/5/2016,3000
Duplex & Single Family,12/17/2012,1,1464.67,10/4/2016,25000
Single Family,7/13/2015,1,1877.15,10/4/2016,20000
Single Family,11/16/2015,1,1677.66,10/4/2016,6000
Single Family,7/13/2015,1,160.2,10/4/2016,3000
Plumbing/Heating Contr.,7/20/2009,1,1066.07,10/3/2016,10501
Single Family,7/13/2015,1,6238.74,9/29/2016,4100
Duplex,1/4/2016,1,3804.21,9/29/2016,7350
Single Family,1/4/2016,1,447.52,9/29/2016,18750
Single Family,10/14/2013,1,4866.85,9/28/2016,2500
Duplex,1/4/2016,1,1395.14,9/28/2016,7125
Single Family,11/16/2015,1,2806.24,9/28/2016,27000
Tavern/Apts,10/8/2012,1,1864.47,9/27/2016,18750
Duplex,1/5/2015,1,5662.46,9/27/2016,5000
Duplex,1/4/2016,1,224.09,9/27/2016,2500
Single Family,1/5/2015,1,1196.86,9/27/2016,1
Single Family,9/14/2015,1,3283.72,9/22/2016,2500
Single Family,7/13/2015,1,1383.23,9/22/2016,5000
Single Family,1/4/2016,1,2065.67,9/22/2016,5000
Duplex,7/13/2015,1,2291.66,9/22/2016,5000
Multi-Family,11/11/2014,1,2249.12,9/22/2016,5000
Single Family,1/4/2016,1,2283.72,9/22/2016,40000
Single Family,9/14/2015,1,186.24,9/22/2016,5000
Single Family,11/16/2015,1,2354.64,9/21/2016,4500
Single Family,1/4/2016,1,779.52,9/21/2016,3000
Duplex,7/13/2015,1,884.96,9/21/2016,2500
Duplex,6/8/2015,1,4109.76,9/21/2016,22000
Single Family,1/4/2016,1,5175.1,9/21/2016,3750
Duplex,1/4/2016,1,2862.79,9/20/2016,3750
Single Family - 2,1/4/2016,1,1501.73,9/20/2016,7500
Duplex,6/8/2015,1,471.94,9/15/2016,7500
Single Family,1/4/2016,1,870.34,9/15/2016,7725
Single Family,9/15/2014,1,2886.66,9/13/2016,1
Duplex,1/4/2016,1,3832.78,9/13/2016,5000
Duplex,6/8/2015,1,2063.87,9/13/2016,25000
Duplex,11/16/2015,1,144.87,9/8/2016,6000
Single Family,7/13/2015,1,1496.42,9/8/2016,3000
Single Family,6/8/2015,1,1665.46,9/7/2016,13200
Single Family,1/4/2016,1,203.39,9/7/2016,12150
Single Family,11/16/2015,1,230.18,9/7/2016,5100
Single Family,9/14/2015,1,1087.79,9/1/2016,5000
Single Family,9/14/2015,1,932.77,9/1/2016,25350
Single Family,7/13/2015,1,1200.73,9/1/2016,5000
Single Family,6/8/2015,1,797.34,9/1/2016,5000
Single Family,11/11/2014,1,7317.81,9/1/2016,5000
Single Family,1/4/2016,1,1923.57,9/1/2016,5000
Duplex,11/16/2015,1,2000.02,8/31/2016,5000
Single Family,1/4/2016,1,1173.23,8/31/2016,6800
Duplex,1/4/2016,1,679.47,8/31/2016,5000
Duplex,1/4/2016,1,350.04,8/31/2016,5000
Single Family,1/4/2016,1,837.42,8/31/2016,5000
Single Family,12/17/2012,1,20280.84,8/31/2016,1000
Single Family,1/4/2016,1,1033.93,8/31/2016,5000
Duplex,1/4/2016,1,2629.52,8/30/2016,6151
Duplex,1/4/2016,1,4878.59,8/30/2016,6000
Duplex,1/4/2016,1,2198.89,8/30/2016,17500
Single Family,1/4/2016,1,674.15,8/30/2016,15500
Condominium,11/16/2015,1,3997.17,8/30/2016,18000
Duplex,9/14/2015,1,1632.07,8/25/2016,18000
Single Family,7/13/2015,1,427.65,8/25/2016,2500
Single Family,1/4/2016,1,4920.28,8/24/2016,3750
Duplex,7/14/2014,1,1222.75,8/24/2016,1
Duplex,8/16/2013,1,10821.11,8/24/2016,1
Single Family,9/15/2014,1,2477.06,8/24/2016,1
Single Family,9/15/2014,1,943.422,8/24/2016,1
Duplex,12/2/2013,1,2327.98,8/23/2016,1000
Duplex,6/2/2014,1,3438.54,8/23/2016,3750
Single Family,6/8/2015,1,1106.7,8/23/2016,2600
Single Family,1/4/2016,1,205.75,8/23/2016,6007
Single Family,1/4/2016,1,661.72,8/23/2016,5550
Duplex,1/4/2016,1,104.85,8/23/2016,2500
Single Family,1/4/2016,1,396.53,8/23/2016,1000
Restaurant,6/2/2014,1,3826.2,8/19/2016,100000
Single Family,1/4/2016,1,232.46,8/18/2016,15375
Single Family,11/16/2015,1,224.32,8/18/2016,40000
Duplex,1/4/2016,1,1031.95,8/18/2016,16100
Duplex,6/2/2014,1,17976.46,8/18/2016,20000
Single Family,1/4/2016,1,1965.97,8/18/2016,15000
Single Family,6/8/2015,1,1672.16,8/16/2016,3500
Single Family,9/14/2015,1,2951.72,8/16/2016,3001
Duplex,1/4/2016,1,823.87,8/16/2016,65000
Single Family,1/4/2016,1,677.86,8/16/2016,13620
Single Family,11/16/2015,1,615.1,8/16/2016,3000
Single Family,1/4/2016,1,135.83,8/11/2016,4100
Single Family,1/4/2016,1,799.96,8/11/2016,11000
Duplex,1/4/2016,1,1683.55,8/10/2016,7700
Single Family,10/8/2012,1,14620.92,8/10/2016,6000
Duplex,1/30/2012,1,11309.94,8/9/2016,15000
Duplex,1/4/2016,1,2429.42,8/9/2016,2500
Single Family,7/13/2015,1,411.4,8/9/2016,7500
Duplex,6/8/2015,1,1345.48,8/4/2016,30000
Single Family,1/4/2016,1,138.15,8/4/2016,2500
Single Family,1/4/2016,1,981.063,8/4/2016,19500
Duplex & Single Family,7/13/2015,1,1746.04,8/3/2016,5000
Duplex,1/4/2016,1,853.67,8/3/2016,6075
Duplex,12/2/2013,1,9190.295,8/3/2016,2500
Duplex,11/16/2015,1,827.1,8/3/2016,13350
Single Family,1/4/2016,1,150.3,8/3/2016,6308
Duplex,7/13/2015,1,1724.52,7/28/2016,1000
Single Family,11/16/2015,1,1795.01,7/28/2016,5000
Duplex,9/14/2015,1,867.19,7/28/2016,3150
Duplex,9/15/2014,1,4011.24,7/28/2016,5000
Duplex,10/8/2012,1,4451.98,7/28/2016,5000
Single Family,11/16/2015,1,527.59,7/28/2016,5000
Single Family,11/16/2015,1,966.7,7/28/2016,1000
Single Family,1/4/2016,1,1571.38,7/28/2016,25000
Single Family,9/14/2015,1,97.44,7/28/2016,5000
Com/Res,6/8/2015,1,691.57,7/27/2016,18900
Duplex,1/4/2016,1,1186.3,7/27/2016,3000
Duplex,1/4/2016,1,1152.46,7/26/2016,50000
Single Family,1/4/2016,1,1069.99,7/26/2016,21000
Single Family,1/4/2016,1,6866.56,7/26/2016,36000
Single Family,7/13/2015,1,8704.02,7/26/2016,8100
Duplex,1/5/2015,1,1280.87,7/26/2016,20000
Single Family,1/4/2016,1,2183.89,7/26/2016,33000
Single Family,1/4/2016,1,1275.72,7/26/2016,2500
Single Family,1/4/2016,1,4682.09,7/21/2016,26510
Duplex,9/14/2015,1,554.66,7/20/2016,6000
Duplex,7/13/2015,1,4482.93,7/20/2016,6750
Retail/Residential,7/20/2009,1,3906.13,7/20/2016,15000
Single Family,9/14/2015,1,712.64,7/20/2016,7200
Single Family,9/14/2015,1,1383.56,7/20/2016,6000
Single Family,1/4/2016,1,943.97,7/19/2016,1000
Duplex,11/16/2015,1,1525.32,7/14/2016,3000
Single Family,6/2/2014,1,1743.68,7/14/2016,13500
Single Family,7/13/2015,1,847.53,7/13/2016,5000
Single Family,1/4/2016,1,1902.02,7/12/2016,10425
Single Family,11/16/2015,1,727.62,7/12/2016,12000
Duplex,11/11/2014,1,2176.95,7/12/2016,2500
Duplex,1/4/2016,1,2389.97,7/12/2016,15000
Single Family,11/16/2015,1,700.66,7/12/2016,2500
Duplex,7/13/2015,1,1308.84,7/12/2016,9000
Office/Apartments,7/26/2010,1,3691.04,7/11/2016,15000
Church,11/14/2011,1,3100.33,7/8/2016,7500
Duplex,1/4/2016,1,3924.8,7/7/2016,2500
Single Family,11/16/2015,1,467.45,7/7/2016,4000
Single Family,7/20/2009,1,2843.57,7/7/2016,1000
Duplex,11/16/2015,1,743.98,7/7/2016,2800
Duplex,1/4/2016,1,2811.2,7/7/2016,33306.36
Duplex,10/14/2013,1,15380.21,7/6/2016,1
Single Family,11/16/2015,1,1386.38,7/6/2016,15000
Duplex,12/2/2013,1,302.08,7/6/2016,2500
Duplex,7/9/2012,1,4956.04,7/6/2016,17201
Duplex,9/14/2015,1,3501.61,7/6/2016,20000
Single Family,11/16/2015,1,2096.26,7/1/2016,42000
Church,6/2/2014,1,775.17,6/30/2016,5000
Duplex,1/4/2016,1,2577.41,6/30/2016,1000
Duplex,7/13/2015,1,155.65,6/30/2016,2500
Single Family,11/16/2015,1,687.29,6/30/2016,14400
Duplex,1/5/2015,1,4103.72,6/29/2016,2500
Single Family,8/16/2013,1,1396.8,6/29/2016,7125
Com/Res,1/5/2015,1,309.44,6/28/2016,5000
Duplex,11/16/2015,1,1402.35,6/28/2016,12000
Duplex,11/16/2015,1,1873.76,6/24/2016,7500
Single Family,7/13/2015,1,1023.84,6/24/2016,5000
Single Family,9/14/2015,1,5821.345,6/23/2016,2500
Duplex,6/2/2014,1,1013.45,6/23/2016,2500
Duplex,11/16/2015,1,2380.15,6/22/2016,4500
Duplex,11/16/2015,1,1325.41,6/22/2016,6000
Single Family,7/13/2015,1,778.97,6/22/2016,20775
Single Family,11/11/2014,1,3631.62,6/21/2016,5000
Duplex,11/16/2015,1,1669.09,6/21/2016,5000
Single Family,11/16/2015,1,659.93,6/21/2016,4000
Duplex,11/11/2014,1,1106.25,6/16/2016,5000
Duplex,9/14/2015,1,1867.71,6/16/2016,4600
Single Family,6/8/2015,1,535.68,6/16/2016,2500
Duplex,11/16/2015,1,1835.27,6/16/2016,3000
Single Family,11/16/2015,1,266.131,6/16/2016,5000
Single Family,6/2/2014,1,2326.26,6/15/2016,59000
Duplex,11/16/2015,1,5253.48,6/15/2016,3000
Duplex,11/16/2015,1,2556.37,6/15/2016,5000
Single Family,6/2/2014,1,2873.82,6/15/2016,1000
Single Family,11/16/2015,1,690.77,6/15/2016,5000
Single Family,1/5/2015,1,2564.69,6/14/2016,2250
Single Family,9/14/2015,1,1023.95,6/14/2016,26250
Duplex,9/16/2011,1,1839.844,6/14/2016,1000
Duplex,9/14/2015,1,2016.57,6/14/2016,1000
Single Family,6/8/2015,1,1061.41,6/14/2016,8900
Duplex,7/13/2015,1,1711.76,6/9/2016,5000
Duplex,9/14/2015,1,1207.84,6/9/2016,1000
Duplex,11/16/2015,1,1901.94,6/9/2016,4000
Single Family,6/8/2015,1,2319.25,6/9/2016,1000
Single Family,11/16/2015,1,252.29,6/9/2016,5000
Single Family,7/13/2015,1,369.91,6/8/2016,5000
Single Family,6/8/2015,1,1629.25,6/8/2016,5000
Single Family,6/8/2015,1,3343.25,6/8/2016,8750
Duplex,8/16/2013,1,841.85,6/8/2016,5000
Duplex,11/16/2015,1,4372.06,6/7/2016,3800
Single Family,6/8/2015,1,5631.02,6/7/2016,9000
Duplex,11/16/2015,1,905.02,6/2/2016,4000
Duplex,11/16/2015,1,1422.7,6/2/2016,6500
Single Family,7/13/2015,1,1703.21,6/2/2016,5000
Duplex,7/13/2015,1,176.93,6/2/2016,3750
Single Family,11/16/2015,1,1501.69,6/2/2016,11300
Single Family,9/15/2014,1,2884.86,6/2/2016,5000
Single Family,9/14/2015,1,1013.9,6/2/2016,5000
Single Family,7/13/2015,1,2153.19,6/1/2016,24000
Single Family,11/16/2015,1,2008.2,6/1/2016,2500
Single Family,7/13/2015,1,1261.96,6/1/2016,22500
Condominium,11/16/2015,1,1557.17,6/1/2016,3525
Single Family,9/14/2015,1,435.353,5/26/2016,3750
Duplex,11/16/2015,1,1619.47,5/26/2016,5100
Single Family,7/13/2015,1,810.03,5/26/2016,32000
Duplex,11/16/2015,1,2001.26,5/24/2016,8000
Duplex,11/16/2015,1,1989.64,5/24/2016,5100
Duplex,9/14/2015,1,1232.78,5/19/2016,3750
Duplex,9/14/2015,1,63.73,5/19/2016,4500
Single Family,1/5/2015,1,349.77,5/18/2016,42000
Duplex,9/14/2015,1,929.79,5/18/2016,7500
Single Family,11/16/2015,1,1910.55,5/18/2016,12000
Single Family,1/4/2016,1,313.95,5/17/2016,14710.47
Duplex,7/13/2015,1,1162.09,5/17/2016,3000
Duplex,1/5/2015,1,436.66,5/17/2016,2900
Single Family,6/8/2015,1,508.88,5/17/2016,3000
Single Family,7/13/2015,1,1339,5/17/2016,20000
Single Family,1/30/2012,1,482.87,5/12/2016,13300
Com/Res,11/14/2011,1,3527.87,5/12/2016,13300
Multi-Family & Duplex,9/14/2015,1,3760.45,5/12/2016,44000
Single Family,6/8/2015,1,190.82,5/12/2016,1000
Single Family,9/14/2015,1,1135.842,5/12/2016,4000
Single Family,11/16/2015,1,909.88,5/12/2016,1000
Single Family,10/8/2012,1,6794.85,5/12/2016,5000
Single Family,9/14/2015,1,1672.45,5/12/2016,5000
Single Family,11/16/2015,1,728.44,5/11/2016,20077
Single Family,11/16/2015,1,728.22,5/10/2016,89945
Duplex,7/13/2015,1,1194.41,5/10/2016,3000
Single Family,7/13/2015,1,757.131,5/10/2016,5625
Single Family,11/16/2015,1,2216.16,5/5/2016,1000
Single Family,7/14/2014,1,4683.88,5/5/2016,9000
Duplex,9/14/2015,1,2336.22,5/5/2016,5600
Duplex,6/8/2015,1,1687.57,5/4/2016,3750
Multi-Family,12/2/2013,1,975.23,5/4/2016,1875
Duplex,11/11/2014,1,2058.17,5/4/2016,2475
Single Family,7/13/2015,1,556.53,5/4/2016,2800
Single Family,12/2/2013,1,2677.3,5/4/2016,5850
Single Family,8/16/2013,1,8088.93,5/4/2016,18500
Single Family,11/16/2015,1,1290.101,5/4/2016,1
Duplex,6/8/2015,1,1044.33,5/3/2016,16000
Duplex,11/16/2015,1,656.95,5/3/2016,6000
Com/Res,7/14/2014,1,2213.21,5/3/2016,20000
Duplex & Single Family,6/8/2015,1,4337.2,5/3/2016,5100
Condominium,9/14/2015,1,3938.03,5/3/2016,16000
Tavern,7/20/2009,1,313.87,4/29/2016,7500
Duplex - 2,6/8/2015,1,7522.77,4/28/2016,5550
Commercial,6/29/2011,1,21869.25,4/28/2016,30000
Single Family,9/14/2015,1,699.13,4/28/2016,3000
Single Family,6/8/2015,1,2452.97,4/28/2016,14550
Duplex,7/13/2015,1,1762.97,4/28/2016,7500
Single Family,11/16/2015,1,1449.92,4/27/2016,4000
Single Family,8/16/2013,1,3817.18,4/27/2016,2625
Duplex,7/13/2015,1,986.37,4/26/2016,2500
Single Family,10/14/2013,1,1492.71,4/26/2016,1000
Single Family,9/14/2015,1,2792.18,4/26/2016,1000
Single Family,7/13/2015,1,3062.46,4/26/2016,27000
Duplex,7/13/2015,1,3262.69,4/26/2016,1000
Single Family,6/8/2015,1,11450.83,4/22/2016,4000
Single Family,7/13/2015,1,1698.68,4/21/2016,5625
Duplex,9/14/2015,1,1357.75,4/20/2016,2500
Single Family,9/14/2015,1,331.51,4/20/2016,12750
Single Family,11/16/2015,1,833.2,4/20/2016,4000
Duplex,9/14/2015,1,2399.21,4/19/2016,35000
Single Family,9/14/2015,1,2690.81,4/19/2016,7000
Single Family,7/9/2012,1,6258.18,4/19/2016,1000
Duplex,7/14/2014,1,6015.7,4/14/2016,1000
Multi-Family,7/13/2015,1,878.46,4/14/2016,12500
Restaurant,12/2/2013,1,4115.28,4/14/2016,60000
Single Family,9/14/2015,1,539.36,4/14/2016,15750
Single Family,9/14/2015,1,501.79,4/14/2016,3200
Duplex,7/13/2015,1,1933.17,4/13/2016,5000
Single Family,11/16/2015,1,332.1,4/13/2016,25000
Duplex,7/13/2015,1,504.24,4/13/2016,5000
Duplex,6/8/2015,1,893.83,4/13/2016,5000
Single Family,7/13/2015,1,3083.65,4/13/2016,5000
Single Family,7/13/2015,1,380.46,4/13/2016,7500
Duplex,9/14/2015,1,1079.71,4/12/2016,8100
Single Family,9/14/2015,1,1918.71,4/12/2016,3000
Single Family,9/14/2015,1,279.61,4/12/2016,11275
Single Family,9/14/2015,1,329.39,4/12/2016,2500
Single Family,11/16/2015,1,1588.97,4/12/2016,14500
Single Family,6/8/2015,1,1686.44,4/7/2016,27750
Duplex,10/8/2012,1,5908.4,4/7/2016,6000
Condominium,11/16/2015,1,1185.54,4/7/2016,15168.66
Multi-Family,11/11/2014,1,309.82,4/5/2016,1000
Single Family,11/11/2014,1,4297.64,4/5/2016,2500
Duplex,9/15/2014,1,1718.91,3/31/2016,13125
Single Family,1/4/2016,1,67.41,3/31/2016,1000
Duplex,11/16/2015,1,534.54,3/30/2016,6000
Single Family,9/14/2015,1,2633.91,3/30/2016,3000
Duplex,11/16/2015,1,608.81,3/29/2016,109000
Duplex,9/14/2015,1,1058.55,3/29/2016,2500
Single Family,1/5/2015,1,1205.87,3/24/2016,1000
Single Family,11/16/2015,1,484.37,3/24/2016,26100
Duplex,7/13/2015,1,593.04,3/23/2016,4000
Single Family,7/13/2015,1,463.86,3/23/2016,3000
Single Family,9/14/2015,1,4064.82,3/23/2016,20250
Duplex,9/14/2015,1,2134.12,3/22/2016,70700
Single Family,9/14/2015,1,3016.72,3/22/2016,7500
Duplex,9/14/2015,1,567.82,3/22/2016,20300
Duplex,9/14/2015,1,901.39,3/17/2016,2650
Single Family,9/16/2011,1,15844.98,3/17/2016,2500
Duplex,7/13/2015,1,270.72,3/17/2016,25000
Single Family,7/13/2015,1,312.93,3/16/2016,2500
Duplex,7/13/2015,1,1754.92,3/15/2016,17000
Condominium,7/13/2015,1,1312.59,3/15/2016,1000
Duplex,1/5/2015,1,4757.27,3/10/2016,1000
Single Family,8/16/2013,1,10796.43,3/10/2016,1000
Single Family,9/14/2015,1,740.1,3/10/2016,3900
Single Family,11/16/2015,1,387.71,3/10/2016,15916.83
Single Family,2/14/2011,1,2010.94,3/10/2016,20475
Single Family,7/13/2015,1,1420.22,3/10/2016,3800
Multi-Family,9/14/2015,1,416.44,3/9/2016,3000
Duplex,1/5/2015,1,3192.12,3/9/2016,6750
Single Family,7/13/2015,1,162.98,3/8/2016,22575
Duplex,7/13/2015,1,3102.21,3/8/2016,3000
Single Family,6/8/2015,1,221.6,3/8/2016,1000
Duplex,7/13/2015,1,1088.64,3/3/2016,4600
Duplex & Single Family,7/26/2010,1,14825.28,3/3/2016,1
Single Family,7/13/2015,1,1895.23,3/3/2016,3000
Duplex,6/8/2015,1,3540.82,3/3/2016,9450
Multi-Family,7/13/2015,1,1630.74,3/3/2016,4500
Single Family,7/13/2015,1,1614.27,3/3/2016,5000
Duplex,6/2/2014,1,6439.22,3/2/2016,1
Single Family,7/13/2015,1,863.57,3/1/2016,13000
Single Family,6/8/2015,1,863.6,3/1/2016,16300
Duplex,11/11/2014,1,1839.62,2/25/2016,1000
Single Family,12/17/2012,1,3521.48,2/25/2016,1
Single Family,10/8/2012,1,2012.74,2/24/2016,8500
Single Family,6/8/2015,1,335.15,2/24/2016,1000
Single Family,6/8/2015,1,1809.6,2/24/2016,3800
Duplex,11/11/2014,1,1986.14,2/23/2016,1000
Duplex,6/8/2015,1,957.31,2/23/2016,2775
Duplex,7/13/2015,1,883.47,2/23/2016,3000
Single Family,7/13/2015,1,1077.1,2/23/2016,6278
Duplex,7/13/2015,1,2238.29,2/17/2016,1000
Multi-Family,6/2/2014,1,1012.41,2/16/2016,1
Single Family,7/13/2015,1,399.22,2/16/2016,3001
Duplex,7/13/2015,1,1460.33,2/16/2016,3000
Single Family,7/13/2015,1,1859.12,2/16/2016,1000
Duplex,6/8/2015,1,1962.29,2/16/2016,8625
Duplex,7/14/2014,1,9092.89,2/16/2016,27500
Single Family,6/8/2015,1,340.34,2/11/2016,15000
Single Family,7/13/2015,1,1933.05,2/11/2016,10000
Single Family,12/17/2012,1,6953.54,2/11/2016,18600
Condominium,6/8/2015,1,1935.08,2/11/2016,5820.41
Multi-Family,7/13/2015,1,4206.73,2/10/2016,35700
Multi-Family,7/13/2015,1,3541.48,2/10/2016,5500
Single Family,6/8/2015,1,157.16,2/9/2016,1000
Single Family,6/8/2015,1,73.76,2/9/2016,1000
Single Family,6/8/2015,1,1098.54,2/9/2016,1000
Single Family,9/14/2015,1,159.66,2/9/2016,1000
Duplex,6/8/2015,1,204.66,2/9/2016,1000
Duplex,12/17/2012,1,6977.86,2/9/2016,1
Single Family,7/20/2009,1,5529.39,2/9/2016,1
Com/Res,7/14/2014,1,2902.71,2/5/2016,18000
Duplex,7/14/2014,1,957.81,2/5/2016,9450
Multi-Family,7/13/2015,1,1045.61,2/4/2016,8775
Single Family,6/8/2015,1,635.19,2/4/2016,3750
Single Family,6/8/2015,1,1103.99,2/4/2016,1000
Single Family,7/9/2012,1,9323.6,2/3/2016,1
Duplex,9/14/2015,1,198.61,2/3/2016,9000
Duplex,7/14/2014,1,1421.96,2/3/2016,20000
Single Family,10/14/2013,1,535.49,2/3/2016,2500
Single Family,12/17/2012,1,5711.15,2/3/2016,11500
Com/Res,7/14/2014,1,4478.77,2/2/2016,20000
Duplex,6/2/2014,1,3582.94,2/2/2016,3000
Duplex,7/14/2014,1,587.06,2/2/2016,3750
Duplex,7/9/2012,1,1854.07,2/2/2016,2500
Duplex,6/8/2015,1,2960.8,2/2/2016,5600
Duplex,7/13/2015,1,585.84,2/2/2016,17625
Single Family,6/8/2015,1,1115.72,1/28/2016,1000
Single Family,9/14/2015,1,230.91,1/28/2016,1000
Duplex,7/13/2015,1,639.63,1/27/2016,10500
Single Family,10/14/2013,1,2814.81,1/27/2016,1
Day Care Center,11/11/2014,1,1683.87,1/27/2016,4000.08
Com/Res,7/14/2014,1,411.86,1/26/2016,69950
Single Family,6/8/2015,1,1048.2,1/26/2016,3000
Duplex,12/2/2013,1,4527.5,1/26/2016,1
Multi-Family,1/5/2015,1,640.45,1/25/2016,3150
Condominium,11/11/2014,1,3142.35,1/21/2016,10567.74
Single Family,7/13/2015,1,467.78,1/20/2016,20000
Single Family,7/13/2015,1,689.37,1/20/2016,3000
